Zone,SFD,SFA,MF234,MF5plus,MH,DevCapacity,DevLandUse
1247,1,1,1,1,1,0,97.92070578
1248,1,1,1,1,1,0,88.65223381
1249,1,1,1,1,1,248,1420.121442
1250,1,1,1,1,1,787,528.462078
1251,1,1,1,1,1,0,3705.027678
1252,1,1,1,1,1,21,2445.076099
1253,1,1,1,1,1,74,1872.241361
1254,1,1,1,1,1,0,4210.345345
1255,1,1,1,1,1,66,1417.14337
1256,1,1,1,1,1,439,1255.53122
1257,1,1,1,1,1,825,1503.261276
1258,1,1,1,1,1,479,525.813426
1259,1,1,1,1,1,97,1675.516019
1260,1,1,1,1,1,192,3003.160453
1261,1,1,1,1,1,81,247.3650693
1262,1,1,1,1,1,431,3025.56631
1263,1,1,1,1,1,249,5635.927014
1264,1,1,1,1,1,1221,4876.018163
1265,1,1,1,1,1,0,113.637932
1266,1,1,1,1,1,0,97.2951841
1267,1,1,1,1,1,896,10.07081255
1268,1,1,1,1,1,398,8.29594315
1269,1,1,1,1,1,339,2942.911895
1270,1,1,1,1,1,250,17.79399656
1271,1,1,1,1,1,191,106.8733906
1272,1,1,1,1,1,1605,1173.744374
1273,1,1,1,1,1,2003,520.8593601
1274,1,1,1,1,1,621,1167.845956
1275,1,1,1,1,1,1239,189.8011372
1276,1,1,1,1,1,1660,131.3038267
1277,1,1,1,1,1,97,20.33844194
1278,1,1,1,1,1,1193,14.69305526
1279,1,1,1,1,1,3100,33.28949113
1280,1,1,1,1,1,1288,13.07188809
1281,1,1,1,1,1,918,36.59309394
1282,1,1,1,1,1,1465,19.48671357
1283,1,1,1,1,1,531,10.92955337
1284,1,1,1,1,1,1749,6.420430815
1285,1,1,1,1,1,1799,6.550808381
1286,1,1,1,1,1,1048,10.2797718
1287,1,1,1,1,1,1486,7.642826375
1288,1,1,1,1,1,431,9.650950715
1289,1,1,1,1,1,6,10.90800508
1290,1,1,1,1,1,2224,8.790488742
1291,1,1,1,1,1,1720,98.09469614
1292,1,1,1,1,1,234,11.24297234
1293,1,1,1,1,1,1114,9.473178003
1294,1,1,1,1,1,1993,11.96997246
1295,1,1,1,1,1,1882,10.46026668
1296,1,1,1,1,1,1766,109.4889057
1297,1,1,1,1,1,952,3308.032715
1298,1,1,1,1,1,1354,89.01441596
1299,1,1,1,1,1,1411,774.724706
1300,1,1,1,1,1,1161,99.31620783
1301,1,1,1,1,1,1554,20.84295281
1302,1,1,1,1,1,320,31.81542931
1303,1,1,1,1,1,819,116.848231
1304,1,1,1,1,1,456,14.43415263
1305,1,1,1,1,1,603,19.82285464
1306,1,1,1,1,1,1108,9.365053062
1307,1,1,1,1,1,842,14.7083531
1308,1,1,1,1,1,364,497.4786133
1309,1,1,1,1,1,1221,8.227370029
1310,1,1,1,1,1,54,4.747868102
1311,1,1,1,1,1,390,197.818761
1312,1,1,1,1,1,227,11.92195258
1313,1,1,1,1,1,670,9.395179717
1314,1,1,1,1,1,5547,20.71248953
1315,1,1,1,1,1,1008,33.01788207
1316,1,1,1,1,1,0,69.32866343
1317,1,1,1,1,1,504,54.52885294
1318,1,1,1,1,1,1588,1980.882578
1319,1,1,1,1,1,23,199.0647633
1320,1,1,1,1,1,7149,48.11159799
1321,1,1,1,1,1,843,1129.386394
1322,1,1,1,1,1,3030,7.901449787
1323,1,1,1,1,1,1429,16.89059611
1324,1,1,1,1,1,4399,6.091057652
1325,1,1,1,1,1,5330,8.428974225
1326,1,1,1,1,1,10903,10.97880243
1327,1,1,1,1,1,5681,1560.809691
1328,1,1,1,1,1,963,63.7610133
1329,1,1,1,1,1,1415,195.9164171
1330,1,1,1,1,1,520,239.8564036
1331,1,1,1,1,1,0,2849.651613
1332,1,1,1,1,1,4857,31.2404894
1333,1,1,1,1,1,2057,13.16508102
1334,1,1,1,1,1,2188,6.421016226
1335,1,1,1,1,1,3066,25.74829053
1336,1,1,1,1,1,1127,15.16325027
1337,1,1,1,1,1,1671,8.98357743
1338,1,1,1,1,1,1703,7.197134376
1339,1,1,1,1,1,892,2982.314118
1340,1,1,1,1,1,337,998.6046785
1341,1,1,1,1,1,2762,2417.03677
1342,1,1,1,1,1,1989,2085.572213
1343,1,1,1,1,1,3366,66.15656738
1344,1,1,1,1,1,2593,19.06620143
1345,1,1,1,1,1,3591,15.78441909
1346,1,1,1,1,1,1354,17.33812664
1347,1,1,1,1,1,2112,17.97494562
1348,1,1,1,1,1,1680,20.45359483
1349,1,1,1,1,1,556,12.63640667
1350,1,1,1,1,1,737,712.4127646
1351,1,1,1,1,1,10747,16.30848318
1352,1,1,1,1,1,5099,9.268121174
1353,1,1,1,1,1,1372,15.04522393
1354,1,1,1,1,1,393,8.876006853
1355,1,1,1,1,1,1860,9.309368798
1356,1,1,1,1,1,3976,13.97807557
1357,1,1,1,1,1,1636,7.956899728
1358,1,1,1,1,1,884,633.5158537
1359,1,1,1,1,1,2510,8.112662694
1360,1,1,1,1,1,1675,526.5978175
1361,1,1,1,1,1,1634,24.14380363
1362,1,1,1,1,1,481,8.345212086
1363,1,1,1,1,1,1301,11.73737704
1364,1,1,1,1,1,1376,11.33832763
1365,1,1,1,1,1,796,5.198997705
1366,1,1,1,1,1,894,3.569794359
1367,1,1,1,1,1,290,7.040683424
1368,1,1,1,1,1,83,5.840152575
1369,1,1,1,1,1,76,77.2543347
1370,1,1,1,1,1,287,2028.313485
1371,1,1,1,1,1,571,11.28570044
1372,1,1,1,1,1,57,10.78795857
1373,1,1,1,1,1,111,10.71985221
1374,1,1,1,1,1,459,8.533618096
1375,1,1,1,1,1,216,12.94732792
1376,1,1,1,1,1,273,7.586761727
1377,1,1,1,1,1,135,14.17830022
1378,1,1,1,1,1,96,12.96106727
1379,1,1,1,1,1,342,83.24531832
1380,1,1,1,1,1,136,1448.962745
1381,1,1,1,1,1,74,13.68640362
1382,1,1,1,1,1,260,26.02025506
1383,1,1,1,1,1,523,17.81008547
1384,1,1,1,1,1,1134,32.29651819
1385,1,1,1,1,1,125,243.912656
1386,1,1,1,1,1,400,841.2030448
1387,1,1,1,1,1,101,17.4281206
1388,1,1,1,1,1,348,55.88276791
1389,1,1,1,1,1,492,6.60615828
1390,1,1,1,1,1,357,5.893808638
1391,1,1,1,1,1,474,20.06555894
1392,1,1,1,1,1,317,91.00979295
1393,1,1,1,1,1,722,6.225761298
1394,1,1,1,1,1,210,11.97787329
1395,1,1,1,1,1,48,9.246356322
1396,1,1,1,1,1,130,143.5350936
1397,1,1,1,1,1,634,97.27450143
1398,1,1,1,1,1,241,3.650490588
1399,1,1,1,1,1,602,172.1359967
1400,1,1,1,1,1,602,12.47451274
1401,1,1,1,1,1,3824,57.75448803
1402,1,1,1,1,1,71,7.606798494
1403,1,1,1,1,1,376,21.56268747
1404,1,1,1,1,1,1105,73.40740838
1405,1,1,1,1,1,14,6.058941212
1406,1,1,1,1,1,177,11.19031988
1407,1,1,1,1,1,282,99.05019104
1408,1,1,1,1,1,79,150.3646647
1409,1,1,1,1,1,515,111.4331098
1410,1,1,1,1,1,196,125.5640364
1411,1,1,1,1,1,116,848.2691857
1412,1,1,1,1,1,742,84.24736081
1413,1,1,1,1,1,1056,124.7601866
1414,1,1,1,1,1,285,828.0374049
1415,1,1,1,1,1,184,116.9858225
1416,1,1,1,1,1,675,105.8483517
1417,1,1,1,1,1,786,82.10746131
1418,1,1,1,1,1,496,1101.340925
1419,1,1,1,1,1,279,1167.93032
1420,1,1,1,1,1,204,93.14513022
1421,1,1,1,1,1,0,353.1514222
1422,1,1,1,1,1,1684,11.55380548
1423,1,1,1,1,1,8,7.394293617
1424,1,1,1,1,1,440,6.761139808
1425,1,1,1,1,1,1205,22.39653886
1426,1,1,1,1,1,20,67.35569481
1427,1,1,1,1,1,1028,59.58586129
1428,1,1,1,1,1,440,34.80761597
1429,1,1,1,1,1,367,87.91234808
1430,1,1,1,1,1,611,29.1456229
1431,1,1,1,1,1,550,41.37691664
1432,1,1,1,1,1,54,1.278325214
1433,1,1,1,1,1,143,0
1434,1,1,1,1,1,127,38.42982919
1435,1,1,1,1,1,29,1.322764993
1436,1,1,1,1,1,141,45.56452526
1437,1,1,1,1,1,63,113.5136518
1438,1,1,1,1,1,165,122.0380319
1439,1,1,1,1,1,276,541.7433121
1440,1,1,1,1,1,64,109.8253029
1441,1,1,1,1,1,643,1639.235416
1442,1,1,1,1,1,553,141.5630606
1443,1,1,1,1,1,32,121.9382534
1444,1,1,1,1,1,132,18.17504743
1445,1,1,1,1,1,959,13.87910363
1446,1,1,1,1,1,91,650.2248143
1447,1,1,1,1,1,173,18.32074072
1448,1,1,1,1,1,18,120.830056
1449,1,1,1,1,1,41,114.4758539
1450,1,1,1,1,1,221,64.76589118
1451,1,1,1,1,1,793,214.261294
1452,1,1,1,1,1,54,22.99330295
1453,1,1,1,1,1,19,8.893342696
1454,1,1,1,1,1,121,9.219967285
1455,1,1,1,1,1,668,21.57106258
1456,1,1,1,1,1,146,16.24075799
1457,1,1,1,1,1,348,25.70811668
1458,1,1,1,1,1,5,6.910851804
1459,1,1,1,1,1,0,10.04434577
1460,1,1,1,1,1,112,7.263275654
1461,1,1,1,1,1,0,7.652830973
1462,1,1,1,1,1,60,6.409490663
1463,1,1,1,1,1,13,109.2351922
1464,1,1,1,1,1,48,155.4079025
1465,1,1,1,1,1,1040,2.154768737
1466,1,1,1,1,1,289,14.31689106
1467,1,1,1,1,1,190,8.805472501
1468,1,1,1,1,1,508,11.55607258
1469,1,1,1,1,1,0,92.90125105
1470,1,1,1,1,1,19,26.54098926
1471,1,1,1,1,1,728.76556,10.51780818
1472,1,1,1,1,1,64,6.104698258
1473,1,1,1,1,1,544.3491,17.24282148
1474,1,1,1,1,1,43,15.03633524
1475,1,1,1,1,1,103,7.695773188
1476,1,1,1,1,1,164.10652,19.99875989
1477,1,1,1,1,1,36.875656,14.19138139
1478,1,1,1,1,1,5.9213204,108.1998839
1479,1,1,1,1,1,22.217457,21.01917886
1480,1,1,1,1,1,0,6.659042369
1481,1,1,1,1,1,184.84541,28.51057453
1482,1,1,1,1,1,98,8.402346629
1483,1,1,1,1,1,97,11.22749373
1484,1,1,1,1,1,343.52737,24.89536405
1485,1,1,1,1,1,19.681213,9.039460367
1486,1,1,1,1,1,61,6.88476448
1487,1,1,1,1,1,45.526627,38.36042189
1488,1,1,1,1,1,144.21745,29.65730403
1489,1,1,1,1,1,0,12.7806832
1490,1,1,1,1,1,37,23.50700044
1491,1,1,1,1,1,315.6839,11.00419152
1492,1,1,1,1,1,5237.2686,8.165041292
1493,1,1,1,1,1,642.49335,10.95935078
1494,1,1,1,1,1,215.2759,11.40252536
1495,1,1,1,1,1,13,5.77496519
1496,1,1,1,1,1,330.20258,6.635608111
1497,1,1,1,1,1,221.814,7.930922009
1498,1,1,1,1,1,366.47015,7.202776001
1499,1,1,1,1,1,47.08886,113.354285
1500,1,1,1,1,1,386.0784,116.2562119
1501,1,1,1,1,1,21,126.408761
1502,1,1,1,1,1,44.526627,127.9814703
1503,1,1,1,1,1,281.68036,22.80852053
1504,1,1,1,1,1,234.4253,33.52296064
1505,1,1,1,1,1,653.9602,4.550766435
1506,1,1,1,1,1,235.59024,5.751615639
1507,1,1,1,1,1,332.11682,90.5155659
1508,1,1,1,1,1,110.08173,110.9961574
1509,1,1,1,1,1,193.34422,10.01296163
1510,1,1,1,1,1,172.88582,7.520341686
1511,1,1,1,1,1,325.37723,33.26704999
1512,1,1,1,1,1,240.05325,27.63037502
1513,1,1,1,1,1,167.2707,15.19897259
1514,1,1,1,1,1,290.31396,22.43669735
1515,1,1,1,1,1,821.6114,8.425389348
1516,1,1,1,1,1,419.4468,12.81998518
1517,1,1,1,1,1,105,14.03319173
1518,1,1,1,1,1,89,7.789747204
1519,1,1,1,1,1,172.81573,8.505677136
1520,1,1,1,1,1,221.16754,10.2680255
1521,1,1,1,1,1,290.43658,5.774429292
1522,1,1,1,1,1,59,5.501668503
1523,1,1,1,1,1,476.92413,8.604504545
1524,1,1,1,1,1,155.26524,7.809111575
1525,1,1,1,1,1,46,7.929691272
1526,1,1,1,1,1,2.5362427,14.44837669
1527,1,1,1,1,1,2,5.440354817
1528,1,1,1,1,1,329.42438,10.50356191
1529,1,1,1,1,1,745.4764,19.70503287
1530,1,1,1,1,1,314.60974,20.78198695
1531,1,1,1,1,1,171.5838,10.45567955
1532,1,1,1,1,1,61.639618,5.644861156
1533,1,1,1,1,1,242.64276,33.13744613
1534,1,1,1,1,1,248.18417,30.77022614
1535,1,1,1,1,1,2178.7334,1.805073505
1536,1,1,1,1,1,291.73257,2.014593299
1537,1,1,1,1,1,27,1.295480686
1538,1,1,1,1,1,116.1879,1.690759533
1539,1,1,1,1,1,76.16754,0.347743291
1540,1,1,1,1,1,169.78432,0.797681676
1541,1,1,1,1,1,0.9213205,1.704819442
1542,1,1,1,1,1,151.04318,1.131521754
1543,1,1,1,1,1,110.71829,2.172747135
1544,1,1,1,1,1,86.33721,1.079350831
1545,1,1,1,1,1,55.3249,4.588220221
1546,1,1,1,1,1,57.76396,2.493794254
1547,1,1,1,1,1,97.61207,8.913720224
1548,1,1,1,1,1,297.41376,1.233855908
1549,1,1,1,1,1,318.55847,2.334930791
1550,1,1,1,1,1,219.42853,1.060855941
1551,1,1,1,1,1,258.47412,1.751608084
1552,1,1,1,1,1,186.4807,7.516186534
1553,1,1,1,1,1,124.469604,2.506673508
1554,1,1,1,1,1,170.25148,1.840518267
1555,1,1,1,1,1,141.86707,1.773042825
1556,1,1,1,1,1,124.52663,1.858643493
1557,1,1,1,1,1,158.2724,10.02599909
1558,1,1,1,1,1,114.66244,2.239886648
1559,1,1,1,1,1,122.852806,1.698321679
1560,1,1,1,1,1,175,2.228401443
1561,1,1,1,1,1,1148.1238,3.623978981
1562,1,1,1,1,1,11,12.01989764
1563,1,1,1,1,1,183.20784,4729.644164
1564,1,1,1,1,1,82.842636,499.5172348
1565,1,1,1,1,1,332.1886,2726.86714
1566,1,1,1,1,1,293.5244,5030.673812
1567,1,1,1,1,1,216.8358,2336.566674
1568,1,1,1,1,1,753.0636,1820.433479
1569,1,1,1,1,1,157.54831,57.4226925
1570,1,1,1,1,1,329.57895,3506.353452
1571,1,1,1,1,1,162.60413,2193.874365
1572,1,1,1,1,1,304.93933,1290.672923
1573,1,1,1,1,1,301.25412,3240.214153
1574,1,1,1,1,1,654.45496,118.0023155
1575,1,1,1,1,1,575.049,2213.730719
1576,1,1,1,1,1,321.92654,3723.253177
1577,1,1,1,1,1,700.1151,2050.179784
1578,1,1,1,1,1,607.7617,5119.746502
1579,1,1,1,1,1,469.20163,78.97261633
1580,1,1,1,1,1,180.27661,893.1965872
1581,1,1,1,1,1,221.98938,76.99972757
1582,1,1,1,1,1,131.71756,346.9107257
1583,1,1,1,1,1,252.27182,16.59575243
1584,1,1,1,1,1,190.78671,18.41166304
1585,1,1,1,1,1,219.52927,8.990219875
1586,1,1,1,1,1,131.00958,7.44722641
1587,1,1,1,1,1,357.2612,74.43827183
1588,1,1,1,1,1,99.361176,7.498112891
1589,1,1,1,1,1,172.75089,8.178901897
1590,1,1,1,1,1,138.71756,6.651752948
1591,1,1,1,1,1,101.747345,14.89099173
1592,1,1,1,1,1,177.9798,7.703646708
1593,1,1,1,1,1,305.3112,19.59954854
1594,1,1,1,1,1,497.48886,8.278164765
1595,1,1,1,1,1,244.15733,13.50496862
1596,1,1,1,1,1,0,1043.767401
1597,1,1,1,1,1,0,6.422426327
1598,1,1,1,1,1,189.48248,811.0327928
1599,1,1,1,1,1,85.287125,13.8718425
1600,1,1,1,1,1,107.43303,10.96549606
1601,1,1,1,1,1,56.871277,783.2302842
1602,1,1,1,1,1,214.4325,114.6752541
1603,1,1,1,1,1,165.3617,14.08210255
1604,1,1,1,1,1,53,4.939231655
1605,1,1,1,1,1,574.3323,25.50809394
1606,1,1,1,1,1,772.0912,15.18720954
1607,1,1,1,1,1,244.9596,1703.925152
1608,1,1,1,1,1,27,8.335141462
1609,1,1,1,1,1,19.143822,5.063835615
1610,1,1,1,1,1,36,4.455092173
1611,1,1,1,1,1,221.5635,5.904016398
1612,1,1,1,1,1,50.714954,3.22895028
1613,1,1,1,1,1,151,9.575225591
1614,1,1,1,1,1,79.42991,11.67958422
1615,1,1,1,1,1,0,59.33245015
1616,1,1,1,1,1,0,10.34782146
1617,1,1,1,1,1,144,12.33194519
1618,1,1,1,1,1,227.73314,13.70999942
1619,1,1,1,1,1,32,19.80902843
1620,1,1,1,1,1,20.286606,587.1819566
1621,1,1,1,1,1,145,84.59653878
1622,1,1,1,1,1,71.84253,10.81823074
1623,1,1,1,1,1,217.41084,10.88821656
1624,1,1,1,1,1,253.52927,21.68178572
1625,1,1,1,1,1,345.69736,34.50540727
1626,1,1,1,1,1,112.36597,2706.266534
1627,1,1,1,1,1,308.35056,149.234034
1628,1,1,1,1,1,299.2314,7.504936166
1629,1,1,1,1,1,8.286085,7.79291039
1630,1,1,1,1,1,53.806915,10.63873979
1631,1,1,1,1,1,35.42939,15.3852442
1632,1,1,1,1,1,37.857216,93.90356856
1633,1,1,1,1,1,214.44449,93.97586701
1634,1,1,1,1,1,305.6588,22.08161349
1635,1,1,1,1,1,153.2944,12.01485359
1636,1,1,1,1,1,166.43875,5.332403694
1637,1,1,1,1,1,39,5.680130615
1638,1,1,1,1,1,66.28868,148.0255002
1639,1,1,1,1,1,218.43407,7.502763636
1640,1,1,1,1,1,100,23.59024041
1641,1,1,1,1,1,102.286606,1.372322315
1642,1,1,1,1,1,119.43355,1.656556104
1643,1,1,1,1,1,181.27182,1.252733237
1644,1,1,1,1,1,290.87274,4.327302302
1645,1,1,1,1,1,74.002594,24.85106468
1646,1,1,1,1,1,139.8165,94.30594143
1647,1,1,1,1,1,216.16891,6.165212429
1648,1,1,1,1,1,250.72377,6.796164291
1649,1,1,1,1,1,192.43355,25.53322781
1650,1,1,1,1,1,370.1526,18.51814567
1651,1,1,1,1,1,205.00882,113.6788922
1652,1,1,1,1,1,10,143.5397398
1653,1,1,1,1,1,4,335.5904323
1654,1,1,1,1,1,1195.2416,2307.956797
1655,1,1,1,1,1,13.429388,1535.234561
1656,1,1,1,1,1,31,802.2743422
1657,1,1,1,1,1,43,112.3537151
1658,1,1,1,1,1,128,80.52879975
1659,1,1,1,1,1,149,10790.48167
1660,1,1,1,1,1,24,4384.365055
1661,1,1,1,1,1,2,2988.154221
1662,1,1,1,1,1,38.143303,8.878859049
1663,1,1,1,1,1,29,15.02755483
1664,1,1,1,1,1,164.14435,8.79326556
1665,1,1,1,1,1,154,85.21979833
1666,1,1,1,1,1,57.858257,360.254913
1667,1,1,1,1,1,41,104.3045686
1668,1,1,1,1,1,217.29388,985.7038886
1669,1,1,1,1,1,40.858776,3274.724001
1670,1,1,1,1,1,89,1369.037466
1671,1,1,1,1,1,52,1083.696623
1672,1,1,1,1,1,1.7144343,1319.095571
1673,1,1,1,1,1,198.29129,2452.689743
1674,1,1,1,1,1,882.6242,555.459888
1675,1,1,1,1,1,176.57425,19.05927485
1676,1,1,1,1,1,348.15683,108.9408919
1677,1,1,1,1,1,375.44815,11.59137146
1678,1,1,1,1,1,274.58258,5.794357725
1679,1,1,1,1,1,253.57895,11.48732936
1680,1,1,1,1,1,58.860855,9.473426909
1681,1,1,1,1,1,41,13.23666654
1682,1,1,1,1,1,94,9.686932719
1683,1,1,1,1,1,30,11.48148818
1684,1,1,1,1,1,114.71703,9.781291085
1685,1,1,1,1,1,93.434586,13.01891388
1686,1,1,1,1,1,441.92398,91.68655374
1687,1,1,1,1,1,886.0408,7.369829163
1688,1,1,1,1,1,296,5.842835749
1689,1,1,1,1,1,238.5727,12.62105245
1690,1,1,1,1,1,151.14487,6.919517772
1691,1,1,1,1,1,84,64.56751211
1692,1,1,1,1,1,71,8.20109795
1693,1,1,1,1,1,69.00104,7.118999493
1694,1,1,1,1,1,252.5727,12.86497107
1695,1,1,1,1,1,186.08685,63.82575774
1696,1,1,1,1,1,44,25.57252027
1697,1,1,1,1,1,290.00208,180.7476092
1698,1,1,1,1,1,203.57843,221.0206375
1699,1,1,1,1,1,25,578.2719305
1700,1,1,1,1,1,0,516.7794334
1701,1,1,1,1,1,628.7566,86.61599642
1702,1,1,1,1,1,241.58519,9.843484295
1703,1,1,1,1,1,57,3406.801117
1704,1,1,1,1,1,154.8598,1406.676843
1705,1,1,1,1,1,51.57321,104.5010664
1706,1,1,1,1,1,176.8593,12.03906312
1707,1,1,1,1,1,1009.74536,9.489989993
1708,1,1,1,1,1,165.1633,13.35131106
1709,1,1,1,1,1,205.00104,11.96806891
1710,1,1,1,1,1,830.7659,600.0703261
1711,1,1,1,1,1,176,2195.454594
1712,1,1,1,1,1,18,319.3897256
1713,1,1,1,1,1,59,1388.925105
1714,1,1,1,1,1,27,160.31996
1715,1,1,1,1,1,166.4697,124.5061427
1716,1,1,1,1,1,124.14382,2174.800149
1717,1,1,1,1,1,145.5779,27.60405665
1718,1,1,1,1,1,196.86087,12.35442489
1719,1,1,1,1,1,157.43094,16.83827412
1720,1,1,1,1,1,84.57529,12.06152805
1721,1,1,1,1,1,108.43095,12.52085593
1722,1,1,1,1,1,198.14644,11.02928146
1723,1,1,1,1,1,212.57529,14.74312256
1724,1,1,1,1,1,239.5727,99.06668818
1725,1,1,1,1,1,70.85878,11.42670605
1726,1,1,1,1,1,4,19.39142086
1727,1,1,1,1,1,312,8.354999617
1728,1,1,1,1,1,152,11.76636283
1729,1,1,1,1,1,0,1346.094744
1730,1,1,1,1,1,270.57217,147.9565456
1731,1,1,1,1,1,57.858257,533.2177744
1732,1,1,1,1,1,276.7176,4536.171676
1733,1,1,1,1,1,95,695.1114392
1734,1,1,1,1,1,79,1.296014067
1735,1,1,1,1,1,101,104.1780603
1736,1,1,1,1,1,105.287125,1.59286153
1737,1,1,1,1,1,281.43408,0.892021055
1738,1,1,1,1,1,87.43043,592.1624472
1739,1,1,1,1,1,17,0.979445617
1740,1,1,1,1,1,271.29803,3.29294207
1741,1,1,1,1,1,232.00676,14.57792516
1742,1,1,1,1,1,21,26.04714002
1743,1,1,1,1,1,211,7.289025331
1744,1,1,1,1,1,267.57477,12.97595125
1745,1,1,1,1,1,101.14746,18.06634702
1746,1,1,1,1,1,13,5.693265844
1747,1,1,1,1,1,81.1433,15.39357817
1748,1,1,1,1,1,913.1797,18.36328426
1749,1,1,1,1,1,504.55685,98.00829299
1750,1,1,1,1,1,285.2493,14.43537087
1751,1,1,1,1,1,33,18.75238946
1752,1,1,1,1,1,156,20.73728275
1753,1,1,1,1,1,78,5.639145694
1754,1,1,1,1,1,71,1.36090665
1755,1,1,1,1,1,57,1.098217359
1756,1,1,1,1,1,69,1.742905383
1757,1,1,1,1,1,8,0.445437263
1758,1,1,1,1,1,84,11.39202946
1759,1,1,1,1,1,37,1.269404557
1760,1,1,1,1,1,50.571648,1.497077431
1761,1,1,1,1,1,93.79494,1.552505059
1762,1,1,1,1,1,81,2.318381306
1763,1,1,1,1,1,200.74255,11.43167612
1764,1,1,1,1,1,297,139.221363
1765,1,1,1,1,1,0,5.115848727
1766,1,1,1,1,1,942.9389,9.59545671
1767,1,1,1,1,1,902.3301,7.018998944
1768,1,1,1,1,1,531.1333,7.560641585
1769,1,1,1,1,1,937.7798,1.836744638
1770,1,1,1,1,1,519.3411,1.889070672
1771,1,1,1,1,1,667.4345,3.111145523
1772,1,1,1,1,1,405.20108,3.544726474
1773,1,1,1,1,1,375.47083,8.832562895
1774,1,1,1,1,1,674.06384,3.241297009
1775,1,1,1,1,1,640.42084,1.465424818
1776,1,1,1,1,1,373.57794,2.347912183
1777,1,1,1,1,1,583.2759,1.496410056
1778,1,1,1,1,1,454.31116,3.637694849
1779,1,1,1,1,1,668.98096,5.737564205
1780,1,1,1,1,1,340.12677,3.926819456
1781,1,1,1,1,1,520.7976,4.679526093
1782,1,1,1,1,1,187.62796,3.26420607
1783,1,1,1,1,1,251.74359,20.42661043
1784,1,1,1,1,1,628.2188,15.2698829
1785,1,1,1,1,1,290.27924,9.294195324
1786,1,1,1,1,1,258.9527,2.966343944
1787,1,1,1,1,1,576.66547,9.74175545
1788,1,1,1,1,1,429.84174,8.535356787
1789,1,1,1,1,1,530.5732,509.4614907
1790,1,1,1,1,1,949.4595,15.64843184
1791,1,1,1,1,1,183.73534,10.98911346
1792,1,1,1,1,1,720.9871,11.01840484
1793,1,1,1,1,1,756.7403,12.72644443
1794,1,1,1,1,1,405.14914,1.493661674
1795,1,1,1,1,1,519.7452,1.334037205
1796,1,1,1,1,1,889.2823,1.276655246
1797,1,1,1,1,1,198.75682,2.734753114
1798,1,1,1,1,1,433.89886,21.91189744
1799,1,1,1,1,1,175.01456,11.3064974
1800,1,1,1,1,1,250.97414,20.68803396
1801,1,1,1,1,1,224.77182,7.800986053
1802,1,1,1,1,1,713.0319,9.429737388
1803,1,1,1,1,1,264.7334,10.66025586
1804,1,1,1,1,1,540.48486,17.37776638
1805,1,1,1,1,1,561.0362,14.68623787
1806,1,1,1,1,1,234.048,11.2778352
1807,1,1,1,1,1,357.66846,7.056445098
1808,1,1,1,1,1,196.06816,6.058935409
1809,1,1,1,1,1,544.25,9.042013101
1810,1,1,1,1,1,298.56137,8.365620714
1811,1,1,1,1,1,233.60164,11.17824314
1812,1,1,1,1,1,161.95387,5.4971777
1813,1,1,1,1,1,388.45944,9.815462915
1814,1,1,1,1,1,210.14131,19.07243532
1815,1,1,1,1,1,524.1086,10.66934886
1816,1,1,1,1,1,372.26132,6.765326469
1817,1,1,1,1,1,265.69046,4.325801159
1818,1,1,1,1,1,418.18497,11.5447717
1819,1,1,1,1,1,141.30151,73.27415275
1820,1,1,1,1,1,662.05457,11.57926579
1821,1,1,1,1,1,187.82864,5.433448627
1822,1,1,1,1,1,194.61417,5.762867057
1823,1,1,1,1,1,190.15594,5.220404123
1824,1,1,1,1,1,494.8937,21.67831672
1825,1,1,1,1,1,532.74817,21.68562127
1826,1,1,1,1,1,783.5309,9.246715511
1827,1,1,1,1,1,1159.1252,12.38600323
1828,1,1,1,1,1,341.04147,18.40678868
1829,1,1,1,1,1,210.5668,14.70364229
1830,1,1,1,1,1,331.33444,9.505315026
1831,1,1,1,1,1,133.6288,8.239340034
1832,1,1,1,1,1,254.60925,6.541851773
1833,1,1,1,1,1,192.73047,9.227307151
1834,1,1,1,1,1,314.14172,12.07117519
1835,1,1,1,1,1,246.62248,14.3889767
1836,1,1,1,1,1,287.1121,1.321176716
1837,1,1,1,1,1,239.40315,0.746640463
1838,1,1,1,1,1,212.63226,1.583764151
1839,1,1,1,1,1,138.77435,0.605030828
1840,1,1,1,1,1,103.47978,1.126466633
1841,1,1,1,1,1,152.70256,3.34882236
1842,1,1,1,1,1,349.4976,3.349544155
1843,1,1,1,1,1,401.45502,14.92459883
1844,1,1,1,1,1,371.3578,13.5109954
1845,1,1,1,1,1,293.8144,7.880801909
1846,1,1,1,1,1,278.428,2.030352361
1847,1,1,1,1,1,137.84671,3.228357568
1848,1,1,1,1,1,4,1.924565892
1849,1,1,1,1,1,775.6716,2.582857452
1850,1,1,1,1,1,496.00677,10.88861719
1851,1,1,1,1,1,512.69385,10.57493799
1852,1,1,1,1,1,96,2.949216202
1853,1,1,1,1,1,81.52733,2.294563149
1854,1,1,1,1,1,543.3558,2.487882463
1855,1,1,1,1,1,66.232574,2.166268055
1856,1,1,1,1,1,283.44766,1.377529205
1857,1,1,1,1,1,1753.8977,2.381979283
1858,1,1,1,1,1,400.04004,1.531548
1859,1,1,1,1,1,280.8446,2.165714784
1860,1,1,1,1,1,1222.3912,5.283085257
1861,1,1,1,1,1,41.541523,3.117371941
1862,1,1,1,1,1,85.207954,8.401156222
1863,1,1,1,1,1,30.638754,1.672823393
