id,Region,distanceToTransit,BBSR_Type,Pop+Emp,Population,Employment,Area,AGS,Housing,Special,Mixed Use,Industrial,Sport+Rec,remainder,x,y
1,1,500,10,5143,3714,1428,178559362.513184368610382,12070173,0.003212765,0.000213184,0.005219462,0.00487423,0.002995967,0.983484393,4477751.238,5892353.507
2,1,500,10,3614,2573,1040,74825272.382574185729027,12070173,0.010474303,0.000729843,0.012881236,0.014228922,0.011706936,0.949978761,4486155.836,5892995.298
3,1,500,10,875,692,183,26572720.672391656786203,12070028,0.000480471,4.46068E-05,0.000336744,9.83497E-05,0.000312234,0.998727595,4491130.337,5901158.289
4,1,500,10,703,561,142,37764010.142366856336594,12070300,8.79366E-05,0,0.000344825,0.000122073,6.05632E-05,0.999384603,4493638.156,5898406.524
5,1,500,10,3755,2896,859,119659514.173862248659134,12070325,0.00264587,7.9269E-05,0.005457469,0.001029021,0.003851049,0.986937322,4502194.942,5902624.632
6,1,500,10,478,408,70,24329860.553674429655075,12070145,0.008509692,0.000401406,0.014682185,0.00038164,0.013983421,0.962041655,4494736.466,5895230.905
7,1,500,10,3173,2490,683,96076443.303134113550186,12070244,0.003538881,0.000356813,0.001971031,0.000541627,0.003807943,0.989783704,4465929.841,5886295.4
8,1,500,10,696,547,149,41723011.262927070260048,12070246,5.76083E-05,0,0.000655053,5.14399E-05,0,0.999235899,4456032.361,5884197.505
9,1,500,10,716,656,60,39381258.716347351670265,12070153,0.007124959,0.003205024,0.002303913,0.003314966,0.000760543,0.983290595,4519478.077,5901144.623
10,1,500,10,691,521,170,23042087.799510080367327,12070096,0.000954896,0.000948969,0.003286945,0.005293744,0.001020148,0.988495297,4514816.593,5900786.904
11,1,500,10,5114,2516,2598,38139681.088309243321419,12070316,0.000276927,0,6.33917E-05,0.001377444,0.00140036,0.996881877,4512151.385,5895232.555
12,1,500,10,4359,3982,376,2560000.000000000000000,12070316,0.193946723,0.019948976,0.00780483,0.06641935,0.098217389,0.613662732,4511250,5891800
13,1,500,10,3870,1895,1975,54340248.378009282052517,12070316,0.007595181,0.001274968,0.000915562,0.003994467,0.004715699,0.981504123,4510375.912,5888544.318
14,1,500,10,4994,3514,1480,10240000.000000000000000,12070316,0.051054174,0.008938563,0.027511004,0.063636677,0.05824725,0.790612332,4513650,5891000
15,1,500,10,5243,4008,1234,227872926.776875823736191,12070125,0,0,0,0,0,1.000000000000000,4503355.06,5887058.91
16,1,500,10,667,582,85,31839317.798515535891056,12070393,0.002014749,0.000210216,0.004229239,0.000515419,0.002455115,0.990575261,4507687.508,5900604.784
17,1,500,10,4897,3237,1659,120986534.784377709031105,12068181,0.007946501,0.000668148,0.004852808,0.014316527,0.004581915,0.967634102,4525681.741,5892430.578
18,1,500,10,3934,2163,1770,62649218.166340924799442,12070316,0.009387085,0.000407668,0.010531161,0.008598733,0.009259363,0.96181599,4518030.085,5892081.851
19,1,500,10,966,816,150,77756877.786182507872581,12070266,0.004273229,0.000337119,0.009466932,0.00884373,0.005078295,0.972000695,4509016.162,5910083.751
20,1,500,10,368,337,31,20336894.080637749284506,12070222,0.011830063,0.000281417,0.0144059,0.001461661,0.011922809,0.96009815,4511058.521,5900886.483
21,1,500,10,5014,4191,822,22717526.298778664320707,12068468,0.009043534,0.000105026,0.002602912,0.004562998,0.004051557,0.979633972,4532101.362,5896477.611
22,1,500,10,3373,3231,141,2560000.000000000000000,12068468,0.163116777,0.019604763,0.016392097,0.028972174,0.094476511,0.677437678,4532050,5893400
23,1,500,10,1038,870,167,2560000.000000000000000,12068468,0.14641766,0.025056121,0.004911279,0.050319615,0.134092903,0.639202422,4533650,5893400
24,1,500,10,4604,2536,2068,144618881.941866695880890,12068468,0.002537354,0.000125079,0.00397681,0.008904844,0.00125037,0.983205542,4531645.529,5900730.759
25,1,500,10,4589,2932,1657,66198946.413750462234020,12068468,0.01734895,0.003186661,0.007757399,0.022777845,0.013115549,0.935813597,4535593.304,5889596.877
26,1,500,10,2800,1555,1244,181853975.714405417442322,12068468,0.002069755,0.000781311,0.003077165,0.000533297,0.002516144,0.991022328,4541013.819,5888086.465
27,1,500,10,2442,1853,589,110977672.701576009392738,12068353,0.005191867,0.000505943,0.002858344,0.000872694,0.004506361,0.98606479,4550368.118,5891959.261
28,1,500,10,3834,2720,1114,50776497.215440779924393,12070280,0.013951112,0.000856226,0.011016145,0.011553971,0.008266086,0.95435646,4517221.595,5907727.803
29,1,500,10,3490,2605,885,2560000.000000000000000,12070424,0.270452517,0.028614909,0.015154909,0.091093066,0.221084757,0.373599843,4482450,5874200
30,1,500,10,4945,3997,947,2548908.769776249770075,12070424,0.177659328,0.012911046,0.015871637,0.129495006,0.366256652,0.297806332,4482453.354,5875796.89
31,1,500,10,922,812,110,22157990.919545501470566,12070060,0.014652261,0.000568253,0.009205505,0.005438053,0.006523854,0.963612073,4478067.059,5877128.604
32,1,500,10,3218,2794,424,1326749.114448401844129,12070424,0.238499959,0.033249564,0.011382637,0.088843385,0.139322592,0.488701864,4484086.026,5875418.575
33,1,500,10,1400,1144,256,15516400.137102181091905,12070416,0.00169869,0,0.000221219,0.000699978,0.002622656,0.994757456,4485250.244,5878645.625
34,1,500,10,5499,3795,1704,16911851.115638475865126,12070424,0.00929207,0.001560551,0.002471236,0.005984,0.010831991,0.969860151,4481971.817,5878614.058
35,1,500,10,4194,3507,686,1140150.568789469776675,12070424,0.229758895,0.062322145,0.011168313,0.223360997,0.165559329,0.307830321,4483962.938,5874603.934
36,1,500,10,4999,1181,3817,25933314.061541404575109,12070424,0.013654773,0.001528831,0.001380905,0.009834145,0.004548794,0.969052552,4484047.13,5872452.161
37,1,500,10,1031,895,136,60671135.598484046757221,12070236,0,0,0,0,0,1.000000000000000,4473833.544,5882115.599
38,1,500,10,5414,2621,2793,66334493.485868893563747,12070296,0.000332655,0,1.70215E-05,0.000487541,0.000261039,0.998901743,4488006.409,5885564.309
39,1,500,10,672,467,204,640000.000000000000000,12070296,0.00325942,0,0.005465777,0.1796784,0.006832429,0.804763973,4490050,5884200
40,1,500,10,1180,1070,110,640000.000000000000000,12070296,0.018902249,0,0.04028219,0.041717652,0.05540213,0.843695778,4490850,5884200
41,1,500,10,1976,1605,370,640000.000000000000000,12070296,0.117030467,0.007472798,0.083726686,0.202418437,0.201014593,0.388337019,4490050,5883400
42,1,500,10,2078,1798,279,640000.000000000000000,12070296,0.24807121,0.03830595,0.023089915,0.158152998,0.217997649,0.314382278,4490850,5883400
43,1,500,10,3137,2063,1073,2560000.000000000000000,12070296,0.264607437,0.063101126,0.020221018,0.111928519,0.25662226,0.28351964,4490450,5882200
44,1,500,10,3293,73,3220,37150424.321244493126869,12070296,0.002091587,0,2.28584E-05,0.002209212,0.007729409,0.987946934,4489705.394,5879010.421
45,1,500,10,5012,2996,2015,30069691.661329954862595,12070296,0.009595989,0.004653765,0.000821433,0.005965871,0.008035686,0.970927254,4493660.065,5883180.074
46,1,500,10,5059,3761,1298,201499398.195254683494568,12070302,7.52451E-06,0,0,0,1.13702E-05,0.999981105,4503211.689,5872304.962
47,1,500,10,729,671,58,41946741.576978698372841,12070241,0.006402758,0.001366746,0.012137538,0.0012117,0.003644875,0.975236383,4498921.139,5864492.147
48,1,500,10,4492,2641,1851,79762741.084735706448555,12070008,0.01048601,0.001931753,0.002516925,0.004361365,0.010576326,0.970127621,4495510.622,5871206.252
49,1,500,10,689,541,148,28930716.153837647289038,12070348,0.007458945,0.000518861,0.008436481,0.001896674,0.007403426,0.974285613,4492114.719,5865296.571
50,1,500,10,1593,1447,146,23687061.020390767604113,12070052,0.028994377,0.000673477,0.003934721,0.003590458,0.012025204,0.950781762,4488184.564,5874317.567
51,1,500,10,2991,2836,155,2560000.000000000000000,12068264,0.07160224,0.009778847,0.002646123,0.043096942,0.024057949,0.848817899,4525650,5869400
52,1,500,10,5165,3442,1723,87278536.741970509290695,12068264,0.001182469,0.000386814,0.000295441,0.00437643,0.000861931,0.992896915,4529616.563,5873991.159
53,1,500,10,3816,2094,1722,65153765.135151006281376,12068264,0.00368784,0.000713352,0.000131133,0.002187288,0.003101845,0.990178542,4522647.14,5866044.182
54,1,500,10,2490,1955,534,2560000.000000000000000,12068264,0.262438107,0.033330263,0.015563281,0.141590038,0.061428064,0.485650247,4527250,5867800
55,1,500,10,4481,3703,778,213224529.890415966510773,12070149,0,0,1.50468E-05,1.19152E-05,2.04468E-05,0.999952591,4515900.384,5873847.606
56,1,500,10,611,474,137,44949483.860738560557365,12068052,0.00227941,3.28557E-05,0.002961625,0.000244981,0.001111922,0.993369207,4514199.875,5859213.667
57,1,500,10,802,699,103,37543573.718916863203049,12068501,0.006539107,0.000313523,0.002250308,0.001058986,0.002817023,0.987021052,4522588.139,5859290.758
58,1,500,10,865,636,228,24383290.404593583196402,12068417,0.00940742,0.000386425,0.013229193,0.005357187,0.001831047,0.969788728,4519962.228,5862497.538
59,1,500,10,308,229,79,23011731.601844608783722,12070125,0.004461465,0.00012817,0.009636612,0.001368246,0.001131269,0.983274237,4518869.565,5884862.435
60,1,500,10,5384,4250,1134,71282602.174776569008827,12068477,0.01758738,0.001339772,0.010405177,0.00726577,0.013877376,0.949524526,4535105.672,5863725.864
61,1,500,10,203,194,9,640000.000000000000000,12068320,0.004734029,0,0.00348823,6.37481E-06,0,0.991771366,4552450,5866600
62,1,500,10,1717,1151,566,640000.000000000000000,12068320,0.066380144,0.013322413,0.02493334,0.21228903,0.047272973,0.635802101,4553250,5866600
63,1,500,10,378,284,93,640000.000000000000000,12068320,0.14274061,0.000487407,0.000987016,0.03951856,0.014883895,0.801382513,4552450,5865800
64,1,500,10,4362,3913,449,640000.000000000000000,12068320,0.24164756,0.124093313,0.002393894,0.12613971,0.064320775,0.441404748,4553250,5865800
65,1,500,10,5454,2008,3446,28098904.882963247597218,12068320,0.012825434,0.007929344,0.00663462,0.007508315,0.022747418,0.942354869,4551669.508,5862123.723
66,1,500,10,506,375,131,12470912.563464866951108,12068072,0,0,0,0,0,1.000000000000000,4549028.579,5862943.1
67,1,500,10,4144,4144,0,1204438.789064656477422,12068320,0,0,0,0,0,1.000000000000000,4549796.174,5861010.263
68,1,500,10,811,751,60,65788546.511232390999794,12068425,0.001189584,2.5729E-05,0.001161553,0.000152975,0.000265378,0.997204781,4541739.44,5875019.618
69,1,500,10,2025,1221,804,44333996.277858860790730,12068306,0.008869479,0.000369724,0.011579964,0.01452863,0.002713883,0.961938319,4547225.026,5867087.518
70,1,500,10,591,518,73,42359058.920684501528740,12068413,0.001629357,4.63791E-05,0.001881814,0.00113063,0.001334796,0.993977023,4549393.31,5873808.375
71,1,500,10,1152,871,281,31852216.864602133631706,12068452,0.008525795,0.000768947,0.007629693,0.008630039,0.002123408,0.972322117,4542860.446,5868582.623
72,1,500,10,1803,1032,770,65502128.664811685681343,12068477,0.005247494,0.000259406,0.009100722,0.006188838,0.001911201,0.97729234,4535387.516,5870063.512
73,1,500,10,2226,1594,632,86480261.828371629118919,12068181,0.003352998,0.000107337,0.001741408,0.000268416,0.002802059,0.991727783,4526215.549,5881830.511
74,1,500,10,5356,4755,600,4100280.178748907521367,12063252,0.065002799,0.000553293,0.032898238,0.004772075,0.068567924,0.828205671,4526166.394,5835727.942
75,1,500,10,1018,934,84,51213486.865896351635456,12063293,0,0,0,0,0.001990742,0.998009258,4530308.429,5835391.561
76,1,500,10,1338,1193,145,48383965.181373231112957,12063274,0.000706922,2.53933E-05,0.000836529,0,0.001475733,0.996955422,4524961.854,5839578.477
77,1,500,10,875,831,43,352885.260500611562748,12063252,0,0,0.025367504,0.008301954,0.049099337,0.917231206,4525480.706,5836746.786
78,1,500,10,2216,1816,400,31852457.982544932514429,12063260,0.014070967,0.000826581,0.008252445,0.010985765,0.015798027,0.950066215,4521720.78,5846857.771
79,1,500,10,408,315,93,20172706.310643378645182,12063112,0.008523989,0.000543247,0.016266455,0.000258915,0.019279797,0.955127597,4523937.804,5850421.603
80,1,500,10,0,0,0,65614.481212122831494,12068052,0.199023884,0,0,0,0,0.800976116,4514886.02,5858847.868
81,1,500,10,1387,983,404,74792984.923832997679710,12063134,0.006846975,0.000303807,0.009133423,0.000148661,0.006811772,0.976755361,4517699.887,5843970.599
82,1,500,10,5396,3895,1501,75611750.599844530224800,12068324,0.002469627,3.49185E-05,0.006529806,0.000368279,0.001556061,0.989041308,4526632.915,5857015.197
83,1,500,10,1233,1089,143,64699201.015291333198547,12068109,0.010764034,0.00022202,0.006837651,0.002460071,0.007472631,0.972243593,4531863.374,5850434.315
84,1,500,10,1617,962,655,59555659.357889883220196,12068477,0.008013625,0.000226712,0.010273559,0.004719802,0.004994665,0.971771636,4537424.54,5856401.46
85,1,500,10,3524,2386,1137,69910531.924866870045662,12063088,0.001669832,1.14956E-05,0.004593748,0.001206322,0.00237715,0.990141452,4539768.534,5847489.748
86,1,500,10,703,576,126,20085667.685104250907898,12068409,0.003724703,0,0.001071701,0.001165262,0.00033523,0.993703105,4525574.48,5854046.121
87,1,500,10,2336,2032,303,41900962.638266645371914,12068117,0.009288872,0.000461585,0.008970371,0.001316757,0.004305264,0.975657151,4548915.233,5856427.702
88,1,500,10,4371,2928,1443,56764259.617463223636150,12068117,0.021623781,0.000694908,0.006617507,0.02393799,0.006132723,0.940993091,4549170.268,5851165.612
89,1,500,10,1866,1559,307,52153682.340858943760395,12068426,0.006785851,0.00014866,0.004303407,0.001061662,0.004165906,0.983534515,4543178.35,5859112.654
90,1,500,10,817,691,126,39802890.981556490063667,12063202,0.011097904,0.000465189,0.008224285,0.002357996,0.007473385,0.970381241,4541158.874,5837934.219
91,1,500,10,459,446,14,42077479.868365719914436,12063161,0.004075977,8.46276E-05,0.00518876,6.99383E-05,0.005527107,0.98505359,4533446.447,5843580.19
92,1,500,10,713,643,70,45982615.791733548045158,12063142,0.009928743,0.000275296,0.007121777,0.000168653,0.008639255,0.973866276,4545259.358,5842961.439
93,1,500,10,0,0,0,716183.607881714240648,12063142,0,0,0,0,0,1.000000000000000,4542509.272,5846028.941
94,1,500,10,112,29,83,14570759.308839572593570,12063088,0.001653339,0,0.008444676,0.001364732,0.003157403,0.98537985,4543667.078,5846499.701
95,1,500,10,432,418,13,30280103.922706890851259,12063094,0.00277654,0,0.001320848,0,0.00346537,0.992437242,4527121.738,5844846.086
96,1,500,10,709,558,151,14767994.283428732305765,12063256,0,0,0,0,0,1.000000000000000,4546997.62,5832539.962
97,1,500,10,3215,2630,584,53041344.718125797808170,12068353,0,0,0,0.002478077,0,0.997521923,4562961.404,5891366.662
98,1,500,10,1389,1239,150,84565642.625172644853592,12065310,0.005401874,0.000771296,0.001040824,0.000558958,0.005040237,0.987186811,4568935.58,5887884.595
99,1,500,10,5147,4405,741,66234236.518587999045849,12065084,0.021488477,0.007468763,0.002807944,0.011313761,0.010984281,0.945936774,4574985.846,5894974.891
100,1,500,10,2888,2484,403,147996798.933099925518036,12065084,0.000734751,1.94525E-05,9.0162E-06,4.53685E-05,0,0.999191411,4583295.338,5891083.617
101,1,500,10,4510,2979,1530,151355063.528528004884720,12073572,0.000200549,1.96719E-05,0.000250117,0.000127137,0.000222915,0.99917961,4594901.175,5888733.698
102,1,500,10,1251,1171,80,2560000.000000000000000,12073572,0.004167807,0.000979351,0.007141002,0.025129444,0.004902059,0.957680337,4599250,5890200
103,1,500,10,4086,4079,7,2560000.000000000000000,12073572,0.077209582,0.000448432,0.001279611,0.001051418,0.013941309,0.906069648,4600850,5890200
104,1,500,10,4191,3672,519,2560000.000000000000000,12073572,0.252063263,0.067215417,0.055660531,0.051197131,0.193119006,0.380744653,4600850,5888600
105,1,500,10,5129,2185,2943,125041174.790936514735222,12073572,0.001028459,1.02335E-05,0.000873503,0.003613428,0.000848787,0.993625591,4603973.126,5879989.499
106,1,500,10,5095,3259,1836,94945856.295993953943253,12073572,0.001056224,0.001155866,0.001707653,0.002162777,0.003038175,0.990879304,4604627.522,5892757.943
107,1,500,10,4754,3766,988,217964196.981802821159363,12073069,0.000533738,1.49395E-05,0.000774065,0.000121783,0.000270401,0.998285073,4603738.244,5903504.445
108,1,500,10,3728,3181,547,111969437.786559209227562,12073384,0,0,1.36164E-06,0,0,0.999998638,4588642.012,5898975.273
109,1,500,10,1519,635,883,7170693.951670399866998,12073452,0.022959672,0.001929905,0.013261418,0.046303328,0.009519976,0.906025701,4619706.363,5916482.432
110,1,500,10,894,499,395,640000.000000000000000,12073452,0.001260328,0.106412124,0.053851483,0.199490412,0.043921636,0.595064017,4624450,5913000
111,1,500,10,5108,3113,1995,10166617.395147599279881,12073452,0.002393633,4.76544E-05,0.000795446,0.020246643,0.002611514,0.973905108,4626279.283,5913362.156
112,1,500,10,3357,2564,793,640000.000000000000000,12073452,0.043520494,0.012615264,0.059125075,0.622516998,0.016708147,0.245514022,4624450,5912200
113,1,500,10,2817,2296,520,640000.000000000000000,12073452,0.276047225,0.002906826,0.021193998,0.446913019,0.010884685,0.242054247,4625250,5912200
114,1,500,10,812,347,465,30232901.274599194526672,12073490,0.005391343,0.000281562,0.006711515,0.003147149,0.003454287,0.981014145,4631072.56,5915644.93
115,1,500,10,3201,2652,549,166851395.740891039371490,12073579,0.001513188,0.000149132,0.002060695,0.001219278,0.000373484,0.994684224,4618649.675,5925703.597
116,1,500,10,1181,870,311,25512515.063803058117628,12073216,0.015078068,0.001338312,0.008443741,0.005196238,0.006150313,0.963793327,4628162.91,5921024.668
117,1,500,10,845,822,23,2560000.000000000000000,12073452,0.001034776,0.001103596,0.002069558,0.000848454,0.021504617,0.973438999,4621650,5911000
118,1,500,10,2398,1587,810,2560000.000000000000000,12073452,0.139301093,0.026132109,0.032600849,0.109148273,0.09143966,0.601378016,4623250,5911000
119,1,500,10,5482,3281,2200,72462542.291504502296448,12073452,0.001782495,1.67491E-05,0.00135185,0.001507244,0.00130355,0.994038112,4622652.212,5914882.745
120,1,500,10,5214,4383,831,254042326.435744255781174,12073429,0.000923552,1.10539E-05,0.000234553,0.000211825,0.000209215,0.998409802,4612873.532,5911875.662
121,1,500,10,3056,2575,481,640000.000000000000000,12073452,0.138700242,0.126295298,0.040801901,0.294344497,0.05465204,0.345206023,4624450,5911400
122,1,500,10,1058,767,290,640000.000000000000000,12073452,0.193287963,0.275262378,0.009356041,0.089359669,0.012471408,0.420262541,4625250,5911400
123,1,500,10,506,131,374,640000.000000000000000,12073452,0.153021922,0.219490696,0.039064639,0.143923553,0.172130924,0.272368266,4624450,5910600
124,1,500,10,819,381,437,640000.000000000000000,12073452,0.020152394,0.659051673,0,0.014947099,0.090000918,0.215847916,4625250,5910600
125,1,500,10,5251,853,4398,43299569.479451835155487,12073452,0.005090866,0.005086015,0.001124955,0.006757762,0.011825961,0.970114441,4625542.236,5907648.136
126,1,500,10,1239,918,321,34994835.931978024542332,12073261,0.0063938,0.000205279,0.00201598,0.000404795,0.002442464,0.988537681,4631846.653,5910176.525
127,1,500,10,2408,1857,551,85308634.707617580890656,12073430,0.007717816,0.000133576,0.002472746,0.001489436,0.003115286,0.985071141,4626067.185,5898147.567
128,1,500,10,429,378,50,23094692.989265833050013,12073404,0.012498337,0.000967074,0.008107081,0.004922066,0.003610298,0.969895143,4612009.792,5896214.934
129,1,500,10,2559,2238,321,96840973.249261528253555,12073201,0.00713967,0.000553297,0.003325607,0.001429216,0.002192228,0.985359982,4617174.275,5893661.478
130,1,500,10,1147,1012,135,44685746.039535224437714,12073386,0.006966406,5.58545E-06,0.004254394,0.006315006,0.003703833,0.978754775,4641369.921,5886786.91
131,1,500,10,2580,2204,376,66147479.142379924654961,12073225,0.005322954,6.7141E-05,0.002262298,0.001031379,0.001808823,0.989507405,4634679.421,5899142.683
132,1,500,10,659,641,18,32210131.782666649669409,12073645,0.009962207,0.000244342,0.011000907,0.001476373,0.008286412,0.969029759,4636988.674,5895639.064
133,1,500,10,5363,3897,1466,73230608.305921941995621,12073532,0.00321255,9.88198E-05,0.001873809,0.001610789,0.001522508,0.991681525,4653941.384,5890734.974
134,1,500,10,2343,40,2302,10240000.000000000000000,12073532,0,0,0,0.380912013,0.000582467,0.61850552,4651250,5887800
135,1,500,10,2828,1096,1731,10240000.000000000000000,12073532,0.035311862,0.001616193,0.029846644,0.099893313,0.022262135,0.811069854,4654450,5887800
136,1,500,10,3718,799,2918,37097554.339787401258945,12073532,0.007080035,0.000409835,0.006719023,0.091522661,0.00332511,0.890943337,4646651.902,5889655.258
137,1,500,10,1925,1477,448,51808654.903921596705914,12073603,0.004285159,0.000110994,0.002180306,0.000222134,0.00222894,0.990972466,4641865.175,5893905.867
138,1,500,10,2486,1915,571,94308383.215830221772194,12073097,0.00173188,5.97741E-05,0.00205427,0.001645897,0.000496951,0.994011228,4645691.539,5901182.047
139,1,500,10,2984,2684,300,62361327.117426209151745,12073189,0,0,1.88008E-05,0,0,0.999981199,4657599.004,5900752.057
140,1,500,10,1300,1042,258,46550715.421802349388599,12073578,0.008237504,0.000652206,0.003518398,0.005218264,0.002311976,0.980061651,4631688.553,5904444.417
141,1,500,10,1257,892,365,41228136.530271358788013,12073309,0.004697309,0.000999173,0.013976686,0.009445267,0.001706697,0.969174868,4652650.292,5897934.644
142,1,500,10,1366,1273,93,64211046.163077563047409,12073458,0.006372739,0.000359518,0.005898069,0.001351957,0.004661432,0.981356285,4638688.078,5910461.804
143,1,500,10,657,518,139,32181174.777199130505323,12073093,0.005073778,0.000416019,0.010869456,0.003813836,0.002471158,0.977355753,4637345.082,5916507.033
144,1,500,10,820,731,89,29322211.686039883643389,12073520,0.006164555,0.001472918,0.006651658,0.010607836,0.008520667,0.966582365,4633306.723,5921312.913
145,1,500,10,2246,1969,277,101537627.691275015473366,12073085,0.010576824,0.000288626,0.006411296,0.004154849,0.003814833,0.974753572,4643692.908,5919359.491
146,1,500,10,2630,2211,419,2560000.000000000000000,12065100,0.097654744,0.025642813,0.016499743,0.122799595,0.063092209,0.674310896,4578450,5875800
147,1,500,10,5171,4494,677,40451066.921847492456436,12065100,0.012119457,0.002284354,0.002345676,0.006620307,0.004227462,0.972402744,4577777.804,5872030.087
148,1,500,10,683,600,83,11954812.913147723302245,12065276,0.001460868,0,0.002248357,0.000663642,0.000618104,0.99500903,4574676.74,5875346.758
149,1,500,10,1042,937,105,52863510.083205752074718,12065117,0,0,0,0,0,1.000000000000000,4574271.766,5884650.21
150,1,500,10,3873,2644,1228,79082766.693536743521690,12065100,0.00453027,0.000487166,0.003135257,0.000941608,0.001723775,0.989181924,4579424.125,5882187.646
151,1,500,10,5417,3753,1664,164333691.167527496814728,12068353,0,0,0,0,0,1.000000000000000,4558378.264,5883831.649
152,1,500,10,4496,3602,893,65489575.945604428648949,12068280,0.003215643,5.47691E-05,0.002191873,0.000172136,0.005243475,0.989122104,4566011.295,5872497.609
153,1,500,10,5360,1510,3849,148366274.816119432449341,12068320,0.002103778,1.46332E-05,0.000105784,0.001242731,0.002526591,0.994006483,4554958.639,5875939.103
154,1,500,10,2352,805,1546,2560000.000000000000000,12068320,0.004391385,0,0.003326928,0.16638991,0.000455519,0.825436258,4554450,5869400
155,1,500,10,1074,537,537,2560000.000000000000000,12068320,0.056470124,0.020619508,0.036198236,0.002805536,0.06065976,0.823246835,4556050,5869400
156,1,500,10,991,481,509,640000.000000000000000,12068320,0.072919389,0,0.00054352,0.223354831,0,0.70318226,4554050,5868200
157,1,500,10,1176,960,215,640000.000000000000000,12068320,0.226284818,0.002942087,0.017459926,0.072584736,0.168693119,0.512035313,4554850,5868200
158,1,500,10,2270,2199,70,640000.000000000000000,12068320,0.157738862,0.015787567,0.001276893,0.02013378,0.004759228,0.80030367,4554050,5867400
159,1,500,10,1417,1099,318,640000.000000000000000,12068320,0.173293788,0.01605675,0.012831183,0.114745427,0.106675533,0.576397319,4554850,5867400
160,1,500,10,777,593,183,2560000.000000000000000,12068320,0.045129079,0.001314202,0.004011814,0.014361369,0.109757258,0.825426278,4556050,5867800
161,1,500,10,3305,2118,1187,10240000.000000000000000,12068320,0.053634696,0.003303169,0.008855103,0.0200558,0.011985957,0.902165276,4558450,5868600
162,1,500,10,3067,2988,78,640000.000000000000000,12068320,0.408147376,0.038108036,0.004284088,0.008055748,0.156312071,0.385092683,4554050,5866600
163,1,500,10,1583,1236,347,640000.000000000000000,12068320,0.222295406,0.086940051,0.037487941,0.056179827,0.117743673,0.479353101,4554850,5866600
164,1,500,10,2545,2078,467,640000.000000000000000,12068320,0.399347333,0.161562657,0.062994227,0.039357214,0.098483309,0.23825526,4554050,5865800
165,1,500,10,398,258,139,640000.000000000000000,12068320,0.157575674,0.001839837,0.02113827,0.034833744,0.027266428,0.757346047,4554850,5865800
166,1,500,10,5279,3381,1897,38667387.504670262336731,12068320,0.017507064,0.000620698,0.001045319,0.001305007,0.005144885,0.974377027,4557666.752,5862559.723
167,1,500,10,2016,1088,928,2560000.000000000000000,12068320,0.17737443,0.125077394,0.004965152,0.026205391,0.103053122,0.563324511,4554450,5864600
168,1,500,10,4619,1099,3519,10240000.000000000000000,12068320,0.043879151,0.003406455,0.017743144,0.073209446,0.019274646,0.842487157,4555250,5862200
169,1,500,10,561,460,101,22154699.288755040615797,12068437,0.000145901,0,4.20905E-05,0,0,0.999812009,4568922.249,5868312.788
170,1,500,10,3402,2821,581,80453008.332534626126289,12065198,0.018003894,0.000678505,0.005720751,0.002765658,0.006920785,0.965910406,4574598.83,5865098.949
171,1,500,10,1065,985,80,50599075.820887252688408,12065301,0.001505236,5.19274E-05,1.52167E-05,2.37524E-05,0.000947471,0.997456397,4571809.387,5876137.29
172,1,500,10,4485,3938,547,10240000.000000000000000,12065356,0.063703088,0.001568029,0.006284948,0.045234386,0.028461808,0.854747742,4590450,5875000
173,1,500,10,2923,1664,1258,73961353.270445033907890,12065356,0.003415191,4.25289E-05,0.004726993,0.001959308,0.001062068,0.988793911,4585493.518,5872209.015
174,1,500,10,4413,4063,349,2560000.000000000000000,12065356,0.282504939,0.049128667,0.012720614,0.08930923,0.080168553,0.486167998,4589650,5872600
175,1,500,10,5457,3687,1770,136622433.382687091827393,12065356,0.006692942,0.000470443,0.001008925,0.00245549,0.000736775,0.988635423,4592708.012,5875486.732
176,1,500,10,3722,2925,796,84853699.594075664877892,12065198,0.01213479,0.000790989,0.008250608,0.003229153,0.008299209,0.967295252,4584722.543,5864560.868
177,1,500,10,5425,4846,578,24729670.900935102254152,12060269,0,0,0,0,0,1.000000000000000,4601824.72,5857361.511
178,1,500,10,124,25,98,10828568.737366868183017,12060198,0.001390473,0,0.005752512,0.003555138,0,0.989301876,4596907.927,5868741.793
179,1,500,10,2362,1830,532,39197489.001960955560207,12060198,0.025886039,0.000691734,0.007193361,0.007133684,0.007190635,0.951904546,4601329.069,5864333.649
180,1,500,10,0,0,0,68709.953280464629643,12065193,0,0,0,0,0,1.000000000000000,4594702.835,5868079.825
181,1,500,10,3847,947,2899,51301509.596502199769020,12068320,0.00064795,0,0.00125672,0.000593018,0.000203397,0.997298915,4562330.334,5860314.319
182,1,500,10,782,579,203,18718741.742486808449030,12068188,0,0,0.000280983,0,0,0.999719017,4565653.237,5863440.791
183,1,500,10,206,119,86,5913979.262679125182331,12068117,0.018669656,0.000445246,0.017900055,0.003609312,0.114974636,0.844401095,4564684.949,5854802.061
184,1,500,10,5061,3938,1122,79363657.526876464486122,12065165,0.019633724,0.002319075,0.008509857,0.00409579,0.007921704,0.957519849,4572935.213,5850999.601
185,1,500,10,563,513,50,17671668.782758459448814,12068372,0.000457162,0,0.000431894,0,0.001601438,0.997509506,4567541.655,5860724.75
186,1,500,10,1524,1309,215,48718644.316936261951923,12065165,0.004223412,8.03373E-05,0.004339136,0.000989721,0.000841401,0.989525993,4570443.068,5857609.308
