id,Region,distanceToTransit,BBSR_Type,Pop+Emp,Population,Employment,Area,AGS,Housing,Special,Mixed Use,Industrial,Sport+Rec,remainder,x,y
631,1,500,10,1986,1952,34,40000.000000000000000,1000000012,0.50491809,0.306591537,0,0,0.030474918,0.158015456,4583950,5833300
632,1,500,10,1464,1464,0,40000.000000000000000,1000000012,0.590777297,0,0,0,0.276919365,0.132303337,4583750,5833100
633,1,500,10,1560,1556,4,40000.000000000000000,1000000012,0.661023762,0,0.011199824,0,0.210926427,0.116849986,4583950,5833100
634,1,500,10,1128,1121,7,40000.000000000000000,1000000012,0.78166181,0,0.0252391,0,0.042050836,0.151048254,4583350,5832900
635,1,500,10,1631,1622,9,40000.000000000000000,1000000012,0.556174477,0,0.026705892,0,0.049454627,0.367665005,4583550,5832900
636,1,500,10,1170,1170,0,40000.000000000000000,1000000012,0.246104173,0,0,0,0.589086236,0.164809591,4583350,5832700
637,1,500,10,2110,2110,0,40000.000000000000000,1000000012,0.737779359,0,0,0,0.092345061,0.16987558,4583550,5832700
638,1,500,10,1940,1938,1,40000.000000000000000,1000000012,0.751233793,0,0,0.00439557,0.083055438,0.161315199,4583750,5832900
639,1,500,10,2342,2321,20,40000.000000000000000,1000000012,0.820775623,0,0.06025138,0,0,0.118972997,4583950,5832900
640,1,500,10,1531,1464,67,40000.000000000000000,1000000012,0.348011931,0,0.04787096,0.136554571,0.058494543,0.409067995,4583750,5832700
641,1,500,10,994,966,28,40000.000000000000000,1000000012,0.698219798,0,0.034857714,0.043869109,0.075020182,0.148033198,4583950,5832700
642,1,500,10,1681,1652,28,160000.000000000000000,1000000012,0.662764281,0.058755138,0.002972521,0,0.108881279,0.166626781,4583050,5832400
643,1,500,10,3998,3950,47,484421.953109445632435,1000000012,0.347846285,0.006353275,0.008259597,0.001006965,0.148889987,0.487643891,4582669.288,5832025.864
644,1,500,10,4704,4643,61,158688.509293630748289,1000000012,0.314651118,0,0.036804759,0.009346062,0.179668561,0.4595295,4582651.459,5832398.45
645,1,500,10,2241,2054,187,640000.000000000000000,1000000012,0.740534612,0.019065986,0.015874803,0.010993146,0.033628595,0.179902857,4583650,5832200
646,1,500,10,1874,1871,2,40000.000000000000000,1000000012,0.769002208,0,0.005809559,0,0,0.225188233,4584150,5833300
647,1,500,10,1720,1720,0,40000.000000000000000,1000000012,0.182265974,0,0,0,0,0.817734026,4584350,5833300
648,1,500,10,1801,1801,0,40000.000000000000000,1000000012,0.906005287,0,0,0,0,0.093994713,4584150,5833100
649,1,500,10,5206,4996,210,1767981.308315731119365,1000000012,0.032678536,0,0.002408007,0,0,0.964913457,4585090.802,5832744.748
650,1,500,10,4339,4312,26,160000.000000000000000,1000000012,0.83184207,0.058836818,0,0,0,0.109321112,4584250,5832800
651,1,500,10,3840,2914,926,640000.000000000000000,1000000012,0.20071678,0.418829835,0.014049424,0.019091898,0.01075623,0.336555834,4584450,5832200
652,1,500,10,4862,4497,364,353921.519504473777488,1000000012,0.226928527,0.021274471,0.074952437,0.037384426,0.157968622,0.481491517,4582225.164,5831412.219
653,1,500,10,339,338,1,610760.972294141305611,12065136,0.180080933,0,2.50821E-05,0.000681817,0.152016254,0.667195914,4581233.527,5830586.475
654,1,500,10,0,0,0,63998.072146130616602,12065136,0,0,0,0,0,1.000000000000000,4582547.571,5829547.409
655,1,500,10,5324,4767,556,3396508.582386980298907,1000000012,0.229727539,0.023134429,0.004793464,0.002797519,0.140789143,0.598757906,4582954.331,5830920.918
656,1,500,10,4650,4062,587,2560000.000000000000000,1000000012,0.35268724,0.011806133,0.018199073,0.004761655,0.031315316,0.581230583,4584850,5831000
657,1,500,10,1925,1823,102,1208733.225492946337909,1000000012,0.066684217,0.014992222,0.005564151,0,0.02058909,0.892170321,4583290.755,5829814.918
658,1,500,10,4784,4783,0,100849.876742545398884,1000000012,0.831304881,0,0.001219466,0,0,0.167475653,4585918.386,5834380.755
659,1,500,10,4292,4255,37,98255.251398589462042,1000000012,0.395882965,0.126482221,0.004254227,0,0,0.473380586,4586151.272,5834645.757
660,1,500,10,4606,4593,12,105751.932432968169451,1000000012,0.362353381,0.046265421,0,0,0,0.591381198,4586351.181,5834664.491
661,1,500,10,1558,1558,0,40000.000000000000000,1000000012,0.799823101,0,0,0,0.014446078,0.185730821,4586150,5834300
662,1,500,10,1544,1544,0,40000.000000000000000,1000000012,0.778270503,0,0,0,0.007641747,0.21408775,4586350,5834300
664,1,500,10,5399,4448,951,9788129.110077407211065,12065144,0,0,0,0,0,1.000000000000000,4585498.79,5836664.162
665,1,500,10,4634,4619,15,160000.000000000000000,1000000012,0.659199781,0.01073839,0.009052869,0,0.008789287,0.312219673,4587050,5834800
666,1,500,10,5132,5122,9,113248.613467346876860,1000000012,0.517437135,0,0.010366908,0,0,0.472195957,4586551.103,5834683.225
667,1,500,10,4906,4891,14,120745.294501698939712,1000000012,0.37911203,0,0.00430827,0,0,0.6165797,4586751.035,5834701.96
668,1,500,10,3379,3374,4,40000.000000000000000,1000000012,0.698978528,0,0.015514156,0,0,0.285507315,4586550,5834300
669,1,500,10,1072,1070,1,40000.000000000000000,1000000012,0.728506391,0,0.004473559,0,0.000204175,0.266815875,4586750,5834300
670,1,500,10,3226,3214,12,160000.000000000000000,1000000012,0.697373347,0,0.008758146,0,0.019988165,0.273880342,4587050,5834400
671,1,500,10,5471,4893,577,1416772.046478487784043,1000000012,0.364756218,0.021011093,0.013128927,0.000589099,0.008346613,0.592168049,4587344.538,5833780.45
672,1,500,10,5000,4601,398,1255589.678057265235111,1000000012,0.180238016,0.001709895,0.008838128,0,0.001694473,0.807519487,4587977.228,5834487.949
673,1,500,10,1703,1703,0,10000.000000000000000,1000000012,0.877706685,0,0,0,0,0.122293315,4588800,5833450
674,1,500,10,5215,4564,650,6333673.740202912129462,1000000012,0.044761277,0.015131889,0.000650694,0,0.00098581,0.93847033,4586538.757,5832101.919
675,1,500,10,5495,5277,218,532399.215165292844176,1000000012,0.689328793,0.007567998,0.021713996,0.020004879,0.002924522,0.258459813,4588405.27,5833108.113
676,1,500,10,3532,3513,19,40000.000000000000000,1000000012,0.697656859,0.074722614,0.033971685,0,0.045258775,0.148390067,4588550,5832900
677,1,500,10,1984,1977,7,40000.000000000000000,1000000012,0.754264521,0.048496212,0.003294532,0,0,0.193944735,4588750,5832900
678,1,500,10,3321,3264,57,40000.000000000000000,1000000012,0.347944662,0,0.157637366,0.013800689,0,0.480617283,4588550,5832700
679,1,500,10,438,405,32,40000.000000000000000,1000000012,0.629581136,0.138167938,0.052918237,0,0,0.179332689,4588750,5832700
680,1,500,10,1644,1609,35,640000.000000000000000,1000000012,0.255290002,0.013861096,0.002061311,0,0.058083464,0.670704127,4587650,5832200
681,1,500,10,3634,3155,478,640000.000000000000000,1000000012,0.6052627,0.089503577,0.03943288,0.017297004,0.00260667,0.245897169,4588450,5832200
682,1,500,10,4418,3495,922,1308278.823237936943769,12065096,0.102399755,0.008093405,0.030979155,0.004258799,0.010906889,0.843361997,4588998.637,5834393.437
683,1,500,10,5093,4659,433,3333724.275790948886424,12065096,0.05346884,0.012675113,0.000362771,0.005812243,0.004804992,0.92287604,4590567.948,5834021.94
684,1,500,10,4971,4960,10,30361.591060054633999,1000000012,0.677797899,0,0.044088196,0,0,0.278113906,4588866.27,5833517.709
685,1,500,10,4485,4482,3,64037.226760753881535,1000000012,0.654301357,0,0.000962521,0,0,0.344736123,4589086.264,5833507.744
686,1,500,10,2878,2868,9,40000.000000000000000,1000000012,0.783772604,0,0.032002445,0,0.000254326,0.183970625,4588950,5833300
687,1,500,10,3619,3615,4,40000.000000000000000,1000000012,0.620976319,0,0.010247462,0,0.147281472,0.221494747,4589150,5833300
688,1,500,10,1413,1404,9,10000.000000000000000,1000000012,0.844947957,0,0.09342033,0,0,0.061631713,4588900,5833150
689,1,500,10,1137,1135,2,10000.000000000000000,1000000012,0.424202752,0,0.033008883,0,0.193164248,0.349624116,4589000,5833150
690,1,500,10,1437,1434,3,10000.000000000000000,1000000012,0.834606614,0,0.035430311,0,0,0.129963075,4588900,5833050
691,1,500,10,1203,1195,8,10000.000000000000000,1000000012,0.614048682,0.142568684,0,0.031870656,0,0.211511978,4589000,5833050
692,1,500,10,1255,1255,0,10000.000000000000000,1000000012,0.577443173,0,0,0,0.144067227,0.2784896,4589100,5833150
693,1,500,10,1733,1733,0,10000.000000000000000,1000000012,0.444713216,0,0,0,0.282079288,0.273207496,4589200,5833150
694,1,500,10,1195,1195,0,10000.000000000000000,1000000012,0.864473315,0.013436962,0,0,0,0.122089723,4589100,5833050
695,1,500,10,1494,1494,0,10000.000000000000000,1000000012,0.88576203,0,0,0,0.039067391,0.07517058,4589200,5833050
696,1,500,10,4781,4781,0,40000.000000000000000,1000000012,0.548130524,0,0,0,0.182032763,0.269836713,4589350,5833300
697,1,500,10,3316,3316,0,40000.000000000000000,1000000012,0.786007006,0,0,0,0,0.213992994,4589550,5833300
698,1,500,10,3944,3944,0,40000.000000000000000,1000000012,0.116166497,0,0,0,0.300690981,0.583142522,4589350,5833100
699,1,500,10,3624,3615,9,40000.000000000000000,1000000012,0.731257244,0,0.033216472,0,0.014060233,0.221466051,4589550,5833100
700,1,500,10,2719,2719,0,10000.000000000000000,1000000012,0.640933406,0,0,0,0,0.359066594,4588900,5832950
701,1,500,10,1302,1284,17,10000.000000000000000,1000000012,0.395935129,0,0,0.171293499,0,0.432771372,4589000,5832950
702,1,500,10,239,239,0,10000.000000000000000,1000000012,0.879214409,0,0,0,0,0.120785591,4588900,5832850
703,1,500,10,1023,1015,7,10000.000000000000000,1000000012,0.67696025,0,0.005117481,0.085309573,0,0.232612696,4589000,5832850
704,1,500,10,1800,1792,7,10000.000000000000000,1000000012,0.634996487,0,0,0.055213403,0,0.30979011,4589100,5832950
705,1,500,10,89,89,0,10000.000000000000000,1000000012,0.671520726,0,0,0,0,0.328479274,4589200,5832950
706,1,500,10,2100,2091,9,10000.000000000000000,1000000012,0.68275823,0,0.111695007,0,0,0.205546763,4589100,5832850
707,1,500,10,1105,1105,0,10000.000000000000000,1000000012,0.664218577,0,0,0,0,0.335781423,4589200,5832850
708,1,500,10,191,181,10,40000.000000000000000,1000000012,0.685190184,0.085511857,0,0,0.022380823,0.206917137,4588950,5832700
709,1,500,10,223,208,14,40000.000000000000000,1000000012,0.769080089,0.000356273,0.044466542,0,0,0.186097096,4589150,5832700
710,1,500,10,1703,1703,0,10000.000000000000000,1000000012,0.523219286,0,0,0,0.07141382,0.405366894,4589300,5832950
711,1,500,10,1882,1882,0,10000.000000000000000,1000000012,0.633620771,0,0,0,0.023844535,0.342534695,4589400,5832950
712,1,500,10,3346,3346,0,10000.000000000000000,1000000012,0.963025906,0,0,0,0,0.036974094,4589300,5832850
713,1,500,10,1643,1643,0,10000.000000000000000,1000000012,0.80972741,0,0,0,0,0.19027259,4589400,5832850
714,1,500,10,1643,1643,0,40000.000000000000000,1000000012,0.57646365,0,0,0,0.268499958,0.155036392,4589550,5832900
715,1,500,10,294,294,0,40000.000000000000000,1000000012,0.774729794,0,0,0,0,0.225270206,4589350,5832700
716,1,500,10,114,114,0,40000.000000000000000,1000000012,0.261109173,0,0,0,0.679519556,0.059371271,4589550,5832700
717,1,500,10,1553,1553,0,40000.000000000000000,1000000012,0.092512811,0,0,0,0.281931806,0.625555383,4589750,5832900
718,1,500,10,3765,3765,0,40000.000000000000000,1000000012,0.042473908,0,0,0,0.257654726,0.699871366,4589950,5832900
719,1,500,10,1667,1667,0,40000.000000000000000,1000000012,0,0,0,0,0.565764571,0.434235429,4589750,5832700
720,1,500,10,1015,1015,0,10000.000000000000000,1000000012,0,0,0,0,0.024293663,0.975706337,4589900,5832750
721,1,500,10,956,956,0,10000.000000000000000,1000000012,0,0,0,0,0,1.000000000000000,4590000,5832750
722,1,500,10,1882,1882,0,10000.000000000000000,1000000012,0,0,0.001959626,0,0.736045741,0.261994633,4589900,5832650
723,1,500,10,2569,2569,0,10000.000000000000000,1000000012,0,0,0,0,0.46762026,0.53237974,4590000,5832650
724,1,500,10,3406,3406,0,40000.000000000000000,1000000012,0.047886939,0,0,0,0.182405914,0.769707147,4590150,5832900
725,1,500,10,4123,4123,0,40000.000000000000000,1000000012,0,0,0,0,0.226956616,0.773043384,4590150,5832700
726,1,500,10,5097,5049,47,375478.969285718863830,1000000012,0.050950019,0,0,0,0.137110824,0.811939157,4589994.092,5833125.94
727,1,500,10,2873,2383,489,640000.000000000000000,1000000012,0.517433446,0.070594307,0.022567247,0.039497046,0.128077252,0.2218307,4589250,5832200
728,1,500,10,567,503,63,160000.000000000000000,1000000012,0.534823352,0,0.048117389,0,0.200227048,0.216832211,4589850,5832400
729,1,500,10,1347,1346,0,160000.000000000000000,1000000012,0.126752959,0,0.000637535,0,0.545101051,0.327508455,4590250,5832400
730,1,500,10,1490,1441,48,160000.000000000000000,1000000012,0.567017846,0.040344609,0.023332772,0,0.144411621,0.224893151,4589850,5832000
731,1,500,10,2274,2257,16,160000.000000000000000,1000000012,0.573196144,0,0.011089319,0.001300436,0.172999944,0.241414157,4590250,5832000
732,1,500,10,4661,4661,0,132097.396519718458876,1000000012,0.048729076,0,0,0,0.422102982,0.529167943,4590830.481,5833023.018
733,1,500,10,2778,2778,0,40000.000000000000000,1000000012,0.584920397,0,0,0,0.361802602,0.053277001,4590750,5832900
734,1,500,10,4302,4302,0,40000.000000000000000,1000000012,0.091842258,0,0,0,0.887466016,0.020691726,4590550,5832700
735,1,500,10,2972,2958,14,40000.000000000000000,1000000012,0.659995809,0.104989665,0,0.009057781,0.042306249,0.183650495,4590750,5832700
736,1,500,10,4183,4183,0,40000.000000000000000,1000000012,0.211926783,0,0,0,0.020720929,0.767352288,4590950,5832900
737,1,500,10,3496,3496,0,40000.000000000000000,1000000012,0,0,0,0,0.167431703,0.832568297,4591150,5832900
738,1,500,10,328,328,0,40000.000000000000000,1000000012,0.062022781,0,0,0,0,0.937977219,4590950,5832700
739,1,500,10,2450,2450,0,40000.000000000000000,1000000012,0.062863642,0,0,0,0.070441195,0.866695163,4591150,5832700
740,1,500,10,2569,2569,0,40000.000000000000000,1000000012,0,0,0,0,0,1.000000000000000,4591350,5832900
741,1,500,10,4358,4358,0,144673.108288940595230,1000000012,0,0,0,0,0,1.000000000000000,4591473.373,5833067.682
742,1,500,10,4946,4946,0,40000.000000000000000,1000000012,0,0,0,0,0,1.000000000000000,4591350,5832700
743,1,500,10,2324,2324,0,40000.000000000000000,1000000012,0,0,0,0,0,1.000000000000000,4591550,5832700
744,1,500,10,3046,3043,3,40000.000000000000000,1000000012,0,0,0.009752376,0,0.073468053,0.916779571,4591750,5832900
745,1,500,10,4853,4682,171,107406.262495151764597,1000000012,0.00330566,0.0379177,0.18097253,0,0.156620883,0.621183228,4591890.016,5833016.664
746,1,500,10,2034,1917,117,40000.000000000000000,1000000012,0.039141546,0,0.343767559,0.009781909,0.08381852,0.523490466,4591750,5832700
747,1,500,10,2353,2252,100,40000.000000000000000,1000000012,0,0.058496006,0.276991187,0,0.123454141,0.541058666,4591950,5832700
748,1,500,10,3441,3222,218,3382506.152988446876407,12065225,0,0,0,0,0,1.000000000000000,4592163.091,5834265.96
749,1,500,10,4026,3974,52,40000.000000000000000,1000000012,0.000513352,0,0,0.139565243,0.285611329,0.574310076,4590550,5832500
750,1,500,10,123,89,34,40000.000000000000000,1000000012,0.096379006,0.216219209,0,0.023616272,0.388283496,0.275502017,4590750,5832500
751,1,500,10,145,145,0,40000.000000000000000,1000000012,0.6551395,0,0,0,0.068671295,0.276189205,4590550,5832300
752,1,500,10,418,418,0,10000.000000000000000,1000000012,0.876803547,0,0,0,0.001141387,0.122055066,4590700,5832350
753,1,500,10,986,986,0,10000.000000000000000,1000000012,0.916265678,0.003433493,0,0,0,0.080300829,4590800,5832350
754,1,500,10,28,28,0,10000.000000000000000,1000000012,0.948280622,0,0,0,0,0.051719378,4590700,5832250
755,1,500,10,3675,3675,0,10000.000000000000000,1000000012,0.460726169,0,0,0,0,0.539273831,4590800,5832250
756,1,500,10,1020,1015,4,40000.000000000000000,1000000012,0.81770109,0,0.013922612,0,0,0.168376298,4590950,5832500
757,1,500,10,3710,3705,4,40000.000000000000000,1000000012,0.461063053,0,0.012818712,0,0,0.526118235,4591150,5832500
758,1,500,10,2625,2623,1,40000.000000000000000,1000000012,0.644143084,0.015762184,0,0,0.004740757,0.335353975,4590950,5832300
759,1,500,10,868,864,3,40000.000000000000000,1000000012,0.813388441,0.032575136,0,0,0,0.154036423,4591150,5832300
760,1,500,10,4185,4168,16,160000.000000000000000,1000000012,0.291479144,0,0,0.009799742,0.401510481,0.297210633,4590650,5832000
761,1,500,10,524,515,8,160000.000000000000000,1000000012,0.432448186,0.012665684,0.001343464,0,0.069176162,0.484366503,4591050,5832000
762,1,500,10,2928,2928,0,10000.000000000000000,1000000012,0,0,0,0,0,1.000000000000000,4591300,5832550
763,1,500,10,3115,3115,0,10000.000000000000000,1000000012,0.022597715,0,0,0,0,0.977402285,4591400,5832550
764,1,500,10,1792,1792,0,10000.000000000000000,1000000012,0,0,0,0,0,1.000000000000000,4591300,5832450
765,1,500,10,83,83,0,10000.000000000000000,1000000012,0.447073028,0,0,0,0,0.552926972,4591400,5832450
766,1,500,10,2756,2744,11,40000.000000000000000,1000000012,0.405735376,0.0262247,0.022663952,0,0.001023133,0.544352839,4591550,5832500
767,1,500,10,662,662,0,40000.000000000000000,1000000012,0.776975612,0,0,0,0,0.223024388,4591350,5832300
768,1,500,10,1,0,1,40000.000000000000000,1000000012,0.730648628,0,0.004174988,0,0,0.265176384,4591550,5832300
769,1,500,10,4386,4110,275,160000.000000000000000,1000000012,0.481437877,0.003477104,0.116862087,0.076245772,0.042686617,0.279290544,4591850,5832400
770,1,500,10,349,267,81,160000.000000000000000,1000000012,0.642051945,0,0.060532637,0,0.012668464,0.284746954,4591450,5832000
771,1,500,10,824,824,0,160000.000000000000000,1000000012,0.701323142,0,0,0,0.042321766,0.256355092,4591850,5832000
772,1,500,10,1068,952,116,640000.000000000000000,1000000012,0.496075842,0,0.014535255,0.006145531,0.111291879,0.371951494,4587650,5831400
773,1,500,10,2250,2216,33,640000.000000000000000,1000000012,0.533624873,0.000546736,0.005897105,0,0.197833397,0.262097889,4588450,5831400
774,1,500,10,1705,1668,37,640000.000000000000000,1000000012,0.389512438,0.009761582,0.003067613,0.000350791,0.228870215,0.368437361,4587650,5830600
775,1,500,10,3032,2984,47,640000.000000000000000,1000000012,0.483588265,0.004368503,0.005247276,0.001851542,0.326923874,0.17802054,4588450,5830600
776,1,500,10,4807,4358,448,4350411.617962337099016,1000000012,0.018302856,0,0.000340014,6.80398E-05,0.049770224,0.931518866,4584624.32,5829349.867
777,1,500,10,1279,1182,97,160000.000000000000000,1000000012,0.066628308,0.071383212,0,0.043129608,0.454466508,0.364392363,4586650,5830000
778,1,500,10,1963,1801,162,160000.000000000000000,1000000012,0,0.152037671,0,0.059532363,0.372648312,0.415781654,4587050,5830000
779,1,500,10,1504,1424,80,160000.000000000000000,1000000012,0.283891204,0.108691128,0.020521483,0.002586719,0.228569777,0.35573969,4586650,5829600
780,1,500,10,3820,3259,560,160000.000000000000000,1000000012,0.134292185,0.06086449,0.08811401,0.270505422,0.099210581,0.347013312,4587050,5829600
781,1,500,10,2494,870,1623,640000.000000000000000,1000000012,0.371739751,0.051332865,0.08980297,0.169119317,0.064824995,0.253180102,4586850,5829000
782,1,500,10,1469,1381,88,160000.000000000000000,1000000012,0.098164631,0.087595077,0,0.032227713,0.293246117,0.488766462,4587450,5830000
783,1,500,10,2693,2693,0,160000.000000000000000,1000000012,0.44115932,0,0,0,0.337879152,0.220961529,4587850,5830000
784,1,500,10,3569,3449,119,160000.000000000000000,1000000012,0.181876726,0.04091771,0.002954735,0.064771568,0.086908531,0.622570731,4587450,5829600
785,1,500,10,1388,1348,39,160000.000000000000000,1000000012,0.366127545,0.090973503,0,0,0.279044427,0.263854524,4587850,5829600
786,1,500,10,4131,4050,80,640000.000000000000000,1000000012,0.309362792,0.033727254,0.00363035,0,0.515953016,0.137326589,4588450,5829800
787,1,500,10,3095,2113,981,640000.000000000000000,1000000012,0.42107975,0.061329103,0.068316897,0.081901821,0.112380252,0.254992177,4587650,5829000
788,1,500,10,2828,2827,1,160000.000000000000000,1000000012,0.688065037,0.002819145,0,0,0.17088061,0.138235208,4588250,5829200
789,1,500,10,2081,1817,263,160000.000000000000000,1000000012,0.117474408,0.570711863,0,0.007438442,0.258205988,0.046169299,4588650,5829200
790,1,500,10,586,542,44,160000.000000000000000,1000000012,0.63380118,0.057329936,0.004529489,0.007568601,0.083901602,0.212869193,4588250,5828800
791,1,500,10,1855,1538,316,160000.000000000000000,1000000012,0.453925565,0.161804521,0.004579159,0.153985331,0.03928353,0.186421894,4588650,5828800
792,1,500,10,3565,2721,843,640000.000000000000000,1000000012,0.507785979,0.090806277,0.036070109,0.080302757,0.045860729,0.239174148,4589250,5831400
793,1,500,10,4404,3493,910,640000.000000000000000,1000000012,0.584886166,0,0.025173357,0.124140134,0.058071358,0.207728986,4590050,5831400
794,1,500,10,2158,1670,488,640000.000000000000000,1000000012,0.382858773,0.149746791,0.010441541,0.027487847,0.260765374,0.168699674,4589250,5830600
795,1,500,10,4031,2304,1727,640000.000000000000000,1000000012,0.309858769,0.065342554,0.037431333,0.227601486,0.140540849,0.219225011,4590050,5830600
796,1,500,10,3548,2841,707,640000.000000000000000,1000000012,0.389542218,0.057887892,0.011881029,0.087274407,0.296822434,0.156592019,4590850,5831400
797,1,500,10,100,87,13,160000.000000000000000,1000000012,0.10142828,0.020882811,0.00341963,0,0.494378502,0.379890777,4591450,5831600
798,1,500,10,4553,4553,0,160000.000000000000000,1000000012,0.001732974,0,0,0,0.138664906,0.859602121,4591850,5831600
799,1,500,10,493,493,0,160000.000000000000000,1000000012,0.245185413,0,0,0,0.649151861,0.105662726,4591450,5831200
800,1,500,10,2028,1942,86,160000.000000000000000,1000000012,0.604618095,0.132580808,0.008201131,0.011477234,0.18243572,0.060687013,4591850,5831200
801,1,500,10,3061,2023,1038,160000.000000000000000,1000000012,0.11835905,0.002564433,0.02451724,0.646770058,0.047813276,0.159975944,4590650,5830800
802,1,500,10,2811,2463,348,160000.000000000000000,1000000012,0.47605525,0.067161513,0,0.204302903,0.090870075,0.161610259,4591050,5830800
803,1,500,10,1261,894,366,160000.000000000000000,1000000012,0.61198879,0,0.000150785,0.23577905,0.001038803,0.151042571,4590650,5830400
804,1,500,10,1296,1200,95,160000.000000000000000,1000000012,0.65671476,0.152868164,0.0031268,0.016308044,0.004793812,0.166188421,4591050,5830400
805,1,500,10,4162,4096,66,160000.000000000000000,1000000012,0.261509271,0.041033823,0,0.030270472,0.285523378,0.381663056,4591450,5830800
806,1,500,10,1676,1479,197,160000.000000000000000,1000000012,0.345383209,0.442112428,0.00102277,0,0.104270535,0.107211058,4591850,5830800
807,1,500,10,4798,4278,520,1058117.412365812342614,1000000012,0.058035001,0.011397397,0.002039844,0.008946069,0.083714361,0.835867328,4591807.322,5829946.19
808,1,500,10,2241,1636,604,160000.000000000000000,1000000012,0.141261093,0.275733104,0,0.311607666,0.116607032,0.154791105,4591850,5830400
809,1,500,10,2030,1633,397,640000.000000000000000,1000000012,0.52697026,0,0.006656655,0.05849524,0.281256881,0.126620964,4589250,5829800
810,1,500,10,4279,3449,829,640000.000000000000000,1000000012,0.31291616,0.12708849,0.042453926,0.061294136,0.274355728,0.18189156,4590050,5829800
811,1,500,10,4530,775,3755,640000.000000000000000,1000000012,0.103647349,0.024413057,0.009515618,0.589836575,0.13470552,0.137881881,4589250,5829000
812,1,500,10,3451,2872,579,640000.000000000000000,1000000012,0.391550945,0.286765498,0.000912955,0.011572989,0.109068144,0.200129467,4590050,5829000
813,1,500,10,2168,1730,437,160000.000000000000000,1000000012,0.41083238,0,0.073074926,0.218103628,0,0.297989065,4590650,5830000
814,1,500,10,1030,1014,16,160000.000000000000000,1000000012,0.754347663,0,0.005142493,0.004791549,0.01479514,0.220923154,4591050,5830000
815,1,500,10,1775,1637,137,160000.000000000000000,1000000012,0.543844858,0.137808043,0.03608398,0.018159574,0.021645196,0.24245835,4590650,5829600
816,1,500,10,828,828,0,160000.000000000000000,1000000012,0.709603579,0,0,0,0.037809251,0.25258717,4591050,5829600
817,1,500,10,2024,1727,297,160000.000000000000000,1000000012,0.321217713,0.114266975,0.063509572,0.102692979,0.091455247,0.306857515,4590650,5829200
818,1,500,10,1355,1197,157,160000.000000000000000,1000000012,0.222508303,0.031968036,0,0.092242714,0.416994594,0.236286353,4591050,5829200
819,1,500,10,1301,1216,85,160000.000000000000000,1000000012,0.709462083,0.063491532,0.036572351,0.006534926,0,0.183939108,4590650,5828800
820,1,500,10,1379,1290,89,160000.000000000000000,1000000012,0.550387916,0.008203653,0,0.054100228,0.252667463,0.13464074,4591050,5828800
821,1,500,10,5434,4208,1225,11658961.612657422199845,1000000005,0.007912712,0.017812198,0.000116779,0.002796192,0.015247268,0.95611485,4579756.039,5828394.051
822,1,500,10,3922,3366,556,1134690.136507958173752,1000000005,0.12193014,0.016673364,0.010218493,0.00863723,0.064619332,0.777921441,4582367.556,5827376.366
823,1,500,10,5097,3579,1518,2569012.448895853012800,1000000005,0.02761094,0,0.000262915,5.53077E-05,0.078310726,0.893760112,4579468.617,5826518.571
824,1,500,10,2729,2727,1,160000.000000000000000,1000000005,0.000117031,0.005376478,0,0,0.026039829,0.968466663,4579450,5825600
825,1,500,10,1983,1983,0,160000.000000000000000,1000000005,0.001884835,0,0,0,0,0.998115165,4579850,5825600
826,1,500,10,2201,2030,170,640000.000000000000000,1000000005,0.461715435,0.006800297,0.007015862,3.20805E-05,0,0.524436325,4580450,5825800
827,1,500,10,3507,2664,843,640000.000000000000000,1000000005,0.134568492,0.305114796,0.018944767,0.002144739,0.087655687,0.451571519,4581250,5826600
828,1,500,10,2197,2168,28,160000.000000000000000,1000000005,0.455627621,0.093644079,0,0,0.262764979,0.187963321,4581850,5826800
829,1,500,10,2125,2076,48,160000.000000000000000,1000000005,0.281697917,0.107063678,0,0.018947957,0.400610734,0.191679714,4582250,5826800
830,1,500,10,2273,2273,0,160000.000000000000000,1000000005,0.609469838,0,0,0,0.273132821,0.117397341,4581850,5826400
831,1,500,10,3071,3036,34,160000.000000000000000,1000000005,0.756604867,0.037374356,0.003055236,0,0.048911451,0.154054089,4582250,5826400
832,1,500,10,3584,3014,570,640000.000000000000000,1000000005,0.517489666,0.047350128,0.019983607,0.005650962,0.127939843,0.281585794,4581250,5825800
833,1,500,10,2865,2690,174,160000.000000000000000,1000000005,0.729682376,0,0.026147205,0.017292071,0,0.226878348,4581850,5826000
834,1,500,10,1044,794,249,160000.000000000000000,1000000005,0.596295693,0,0.024339199,0.117156766,0.002181222,0.260027121,4582250,5826000
835,1,500,10,102,0,102,160000.000000000000000,1000000005,0.635186136,0,0.01171462,0.032165605,0.018006061,0.302927578,4581850,5825600
836,1,500,10,2070,1680,390,160000.000000000000000,1000000005,0.440520717,0.018571738,0,0.437990356,0.022230217,0.080686972,4582250,5825600
837,1,500,10,4283,3909,373,1915537.103398913284764,1000000012,0.311823059,0.032541102,0.006936289,0.004487904,0.012545019,0.631666626,4583425.835,5827892.303
838,1,500,10,5378,3648,1729,890124.656578368390910,1000000005,0.009529697,0.026911235,0.005800232,0.202724888,0.01541636,0.739617587,4582861.509,5826483.156
839,1,500,10,1356,1138,217,160000.000000000000000,1000000005,0.361526569,0.018788115,0.032719851,0.020216235,0.249235882,0.317513349,4582650,5825600
840,1,500,10,5376,4206,1169,1114979.713966554962099,1000000005,0.056459345,0.000245336,0.011037936,0.02371789,0.0431244,0.865415093,4583448.775,5825595.24
